related,관련 있는
homeless,집 없는
single,미혼인
afford,(~을 살 금전적) 형편이 되다
luxurious,"호화로운, 사치스러운"
vote,투표하다
demand,요구하다
take action,조치를 취하다
recommend,"권장하다, 추천하다"
seldom,좀처럼 ~ 않다
wholly,"전적으로, 완전히"
depend on,~에 의존하다
attack,공격하다
get close to,~에게 다가가다
cub,(곰·사자 등의) 새끼
trap,"속임수, 덫"
somewhere,어딘가에
just now,"방금, 막"
speak badly of,"~에 대해 험담하다, 나쁘게 말하다"
work out,운동하다
flat,평평한
square,사각 (모양의)
presentation,발표
heart attack,심장마비
leak,"샘, 유출"
explosion,폭발
a variety of,다양한 ~
schoolwork,"학교공부, 학업"
investment,투자
gradual,점진적인
recovery,회복
generation,세대
handle,"다루다, 취급하다"
witness,목격자
mark,"표식, 자국"
be likely to-v,~할 확률이 있다; ~하기 쉽다
confrontation,"대치, 직면"
seriously,심각하게; 진지하게
struggle,"애쓰다, 안간힘을 쓰다"
luggage,"(여행자의) 짐, 수하물"
give A a hand,A를 도움을 주다[거들다]
urgent,시급한
issue,"일, 사안, 문제"
interrupt,방해하다
come over,"건너오다, 넘어오다"
ask for,"~을 구하다, 청하다"
get in trouble,곤란에 처하다
insist,"주장하다, 우기다"
make a choice,선택하다
sales manager,"영업부장, 영업부 관리자"
nap,낮잠; 낮잠을 자다
closely,"면밀히, 자세하게"
at least,적어도
normally,"보통 때는, 정상적으로"
unavoidable,피할 수 없는
unavoidably,피할 수 없게
alert,정신이 초롱초롱한; 기민한
vibrating,진동하는
vibrate,진동하다
spill over,~으로 흘러넘치다
spill,"흘리다, 쏟아져 나오다"
major,심각한; 중대한
tap water,수돗물
contain,"포함하다, ~이 들어 있다"
toxic,독성의
lead,납
a network of,~의 망
worn-down,"마모된, 닳아빠진"
replace,교체하다
resume,재개하다
bottled water,생수
slap,철썩 때리기
news station,"뉴스 방송국, 뉴스 보도국"
protester,"항의자, 시위자"
stable,안정적인 (↔ unstable 불안정한)
ensure,보장하다
access to,~에의 접근[이용]
fundamental,"기초적인, 근본적인"
measure,"조치, 방안"
governor,주지사
impact,영향(을 끼치다)
crisis,위기
ongoing,계속 진행 중인
upcoming,다가오는
reservation,예약
reserve,예약하다
seat,자리에 앉히다
seating,좌석 배정
walk-in,예약이 안 된[필요 없는] (내방자)
note,유념하다
entire,"전체의, 온 ~"
party,일행
present,"출석한, 와 있는"
arrival,도착(한 사람)
via,~을 통해서
below,아래에
book,예약하다
including,~을 포함하여
available,이용 가능한
diner,식사하는 사람
preference,선호(사항)
need,필요
exception,예외
takeout,"포장 음식, 테이크아웃"
count,계산하다; 포함하다
gift certificate,상품권
occasionally,"가끔, 때때로"
accommodate,수용하다
pleasant,"상냥한, 기분 좋은"
staff,"직원, 부원"
open,"비어 있는, 공석인; 열다"
limit,"제한, 한계"
inquire,문의하다
recipe,조리법
refuse,거절하다
occupy,"차지하다, 점령하다"
unit7,
regular,정기적인
weekday,평일
on the way,도중에
national,국가의; 전국적인
right away,"바로, 즉시"
literature,문학
A rather than B,B보다는 (차라리) A
psychology,심리(학)
prepare for,~을 준비[대비]하다
have fun,재미있다
nervous,"긴장한, 초조한"
in public,사람들 앞에서
mayor,시장
be responsible for,~에 책임이 있다
active,적극적인
hostess,(손님을 초대한) 여주인
encourage+O+to-v,O가 ~할 것을 권하다[격려하다]
figure,"형체, 형상"
emotional,정서적인
support,"지지; 후원, 부양"
extra,"여분의, 추가의"
panic,"어쩔 줄 모르다, 공황에 빠지다"
aggressive,공격적인; 적극적인
financial crisis,금융 위기
suffer,"시달리다, 고통받다"
account,(사이트 등의) 계정
location,위치
inform,"알리다, 통보하다"
disappointed,실망한
long-awaited,오래 기다린
inform A of B,A에게 B를 알리다[통지하다]
funeral,장례식
approach,"다가가다, 접근하다"
accompany,동행[동반]하다
ups and downs,"기복, 부침"
happen to-v,우연히 ~하다
fare,(교통) 요금
thrive on,"(남들은 좋아 하지 않는 일을) 즐기다, 잘하다"
thrive,번성하다
high,"도취감, 황홀감"
unwanted,"원치 않는, 반갑지 않은"
obligation,의무
force,강요하다
wear A out,A를 마모시키다
attentive,"신경을 쓰는, 주의를 기울이는"
contribution,"기부; 기고; 기여, 공헌"
in support of,~을 후원하여
independent,독립적인
journalism,"언론, 저널리즘(신문·방송·잡지를 위해 기사를 쓰는 일)"
protest,"시위, 항의"
mass migration,집단 이주
escalating,"고조되는, 증가하고 있는"
critical,중대한; 비판적인
factual,사실에 입각한
scarce,"드문, 희박한"
essential,꼭 있어야 하는; 본질적인
deserve,"~받을 만하다, ~을 누릴 자격이 있다"
accurate,정확한
free from,~로부터 자유로운
commercial,상업적인
political,정치적인
bias,편견
generosity,"너그러움, 도량, 선심"
quality,"양질, 고급; 질"
valuable,"귀중한, 가치 있는"
migrant,이민자
other than,"~ 말고, ~ 이외의"
(be) made up of,~으로 이루어지다
regularly,"정기적으로, 규칙적으로"
billion,십억
remarkable,"놀랄 만한, (수치 등이) 대단히 큰"
aid,"원조, 도움"
on average,평균적으로
add up (to),합하여 ~가 되다
foreign currency,"외국 화폐[통화], 외환"
